record_id,resource_name,author_name,url,resource_subtype,final_readiness_index_tier,final_tier_reason_details,relevance_status,documentation_status_clean,license_status_clean,subject_area,grade_span,grade_span_group,population_stakeholder,educational_use_case,license_status,documentation_status,row_count_or_size,author_institution,institution_country,artifact_location,original_information,dataset_artifact_status,dataset_artifact_evidence,public_good_dataset_confidence,public_good_dataset_confidence_reason,discovery_date,discovery_source,notes,publication_date,fit_score,is_downloadable,verification_note
hf_dataset_74b61fa21347,mkh0813/dataset_for_education,,https://huggingface.co/datasets/mkh0813/dataset_for_education,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject / general education,Not specified,Other / unclear stated grade,teachers / educators,Education data,No license specified,Minimal / none,366,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-08-26,,True,v18 - verified
hf_dataset_6e8fd4a4a9ea,PabloWang/education_data,,https://huggingface.co/datasets/PabloWang/education_data,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Adjacent or weak education relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Adjacent or weak education relevance,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject,Not specified,Other / unclear stated grade,Not specified,Not specified in available evidence,Open (CC BY 4.0),Minimal / none,20,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: Verify: population/stakeholder.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Exclude - paper/code only or weak education relevance,Education relevance is weak or needs targeted verification; not counted as a dataset public good until relevance is confirmed.,,,,2024-09-01,,True,v18 - verified
hf_dataset_c2b0510e3f36,chkla/quiz-politics-germany-education,,https://huggingface.co/datasets/chkla/quiz-politics-germany-education,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Documentation and license/reuse terms both require follow-up. Note: Noncommercial license plus minimal documentation and unclear population.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,Noncommercial/reuse constrained,Politics; Cross-subject,Not specified,Other / unclear stated grade,Not specified,Quiz data for politics/education,Non-commercial (CC BY-NC 4.0),Minimal / none,981,Not specified,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: Verify: population/stakeholder. | QC reclassification: Noncommercial license plus minimal documentation and unclear population.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-09-01,,True,v18 - verified
hf_dataset_30e46af48e13,kh4dien/education-sentiment,,https://huggingface.co/datasets/kh4dien/education-sentiment,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject,Not specified,Other / unclear stated grade,Not specified,Sentiment analysis in education context,No license specified,Minimal / none,3548,Hugging Face,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: grade span; population/stakeholder; license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-10-30,,True,v18 - verified
hf_dataset_b50fd55ba989,kh4dien/politics-education,,https://huggingface.co/datasets/kh4dien/politics-education,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Minimal documentation / provenance check needed,No license or needs verification,Politics; Cross-subject,Not specified,Other / unclear stated grade,Not specified,Text data related to politics and education,No license specified,Minimal / none,3388,Hugging Face,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: population/stakeholder; license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-10-30,,True,v18 - verified
hf_dataset_f6c565fe5c79,ramieid04/education_finetuning_demo,,https://huggingface.co/datasets/ramieid04/education_finetuning_demo,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Adjacent or weak education relevance; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Adjacent or weak education relevance,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject,Not specified,Other / unclear stated grade,researchers / developers,Not specified in available evidence,No license specified,Minimal / none,500,Hugging Face,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Exclude - paper/code only or weak education relevance,Education relevance is weak or needs targeted verification; not counted as a dataset public good until relevance is confirmed.,,,,2024-12-11,,True,v18 - verified
hf_dataset_d8237009ba3d,KashiwaByte/viking-education,,https://huggingface.co/datasets/KashiwaByte/viking-education,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: No license or needs verification.,Strong K-12 relevance,Minimal documentation / provenance check needed,No license or needs verification,Cross-subject,Primary / secondary,K-12 or pre-K-12,multilingual / language learners,Text retrieval,No license specified,Minimal / none,10674,Hugging Face,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: License/reuse rights need verification. Verify: license.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2024-12-12,,True,v18 - verified
hf_dataset_25aebe0e303b,micky080/books_education,,https://huggingface.co/datasets/micky080/books_education,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open but needs terms verification.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open but needs terms verification,Cross-subject,K-12,K-12 or pre-K-12,Not specified,General educational book data,Open (license type not specified),Minimal / none,23,Hugging Face,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: Verify: population/stakeholder.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-02-06,,True,v18 - verified
hf_framework_8895c553a9c6,Alloprof: French question-answer education dataset,,https://huggingface.co/papers/2302.07738,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Partial documentation; License: Open/reusable license.,Strong K-12 relevance,Partial documentation,Open/reusable license,Cross-subject,primary and high-school,K-12 or pre-K-12,French learners; K-12 students,French question-answering for K-12 education; Information retrieval training,Open (MIT),Partial,,Alloprof,Canada,GitHub linked from paper/project page,"Evidence: Hugging Face paper: Teachers and students are increasingly relying on online learning resources to supplement the ones provided in school. This increase in the breadth and depth of available resources is a great thing for students, but only provided they are able to find answers to their queries. Question-answering and information retrieval systems have benefited from public datasets to train and evaluate their algorithms, but most of these datasets have been in English text written by and for adults. We introduce a new public French question-answering dataset collected from Alloprof, [truncat | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; artifact location; resource subtype.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,,,True,v18 - verified
hf_framework_db242021d79f,EduQG: A Multi-format Multiple Choice Dataset for the Educational Domain,,https://huggingface.co/papers/2210.06104,Dataset,Not Ready: multiple insufficiencies,Not Ready: multiple insufficiencies. Relevance: Education relevance; grade span unclear or broader than K-12; Documentation: Partial documentation; License: No license or needs verification.,Education relevance; grade span unclear or broader than K-12,Partial documentation,No license or needs verification,Cross-subject,Not specified,Not specified,Not specified,"Question generation, distractor generation, and question format conversion in the educational domain.",No license specified,Partial,,EduQG,Not specified,GitHub linked from paper/project page,"Evidence: Hugging Face paper: We introduce a high-quality dataset that contains 3,397 samples comprising (i) multiple choice questions, (ii) answers (including distractors), and (iii) their source documents, from the educational domain. Each question is phrased in two forms, normal and close. Correct answers are linked to source documents with sentence-level annotations. Thus, our versatile dataset can be used for both question and distractor generation, as well as to explore new challenges such as question format conversion. Furthermore, 903 questions are accompanied by their cognitive complexity level | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: grade span; population/stakeholder; license; artifact location; resource subtype.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,,,True,v18 - verified
hf_dataset_166a3b66d4e3,Pedagogy Benchmark - Multilingual,,https://huggingface.co/datasets/CraneAILabs/pedagogy-benchmark-multilingual,Benchmark,Near Ready: relevance weak; documentation + license clear,Near Ready: education relevance weak because this is a translated multilingual pedagogy benchmark; direct K-12 public-good use needs verification.,Education relevance broader or unclear,Sufficient documentation,Open/reusable license,General Pedagogy; Science; Language and Literature; Mathematics; Social Studies; Arts and Physical Education; Special Educational Needs and Disabilities (SEND),Pre-primary; Primary; Secondary,K-12 or pre-K-12,teachers / educators; teacher trainees; researchers / developers,Multilingual teacher-training and pedagogy benchmark; can support evaluation of AI systems on pedagogical knowledge across translated African-language versions.,Open (Apache-2.0),Sufficient for review,2286,Crane AI Labs,"Abu Dhabi, ADGM",Hugging Face dataset repository,"Evidence: Hugging Face dataset: # Pedagogy Benchmark - Multilingual A multilingual translation of the [AI-for-Education/pedagogy-benchmark](https://huggingface.co/datasets/AI-for-Education/pedagogy-benchmark) dataset into African languages. ## Dataset Description This dataset provides translations of Chilean teacher training exam questions into African languages. The original dataset contains multiple-choice questions covering various pedagogical domains, education levels, and subject areas. ### Languages - **Luganda (Uganda)** - **Nyankore (Uganda)** **Coming soon:** Swahili ### Translation Methodology | Artifact: Hugging Face dataset repository | Notes: Kept because it is an education-specific reusable benchmark dataset. Verify: resource subtype. Population corrected: teacher-training exam translations serve educators/teacher trainees, not multilingual learners as learners.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-10-11,,True,v18 - verified
hf_dataset_c5d13bdaadd7,Pedagogy Benchmark - Nyankore,,https://huggingface.co/datasets/CraneAILabs/pedagogy-benchmark-nyankore,Benchmark,Near Ready: relevance weak; documentation + license clear,Near Ready: education relevance weak because this is a translated Nyankore pedagogy benchmark; direct K-12 public-good use needs verification.,Education relevance broader or unclear,Sufficient documentation,Open/reusable license,General Pedagogy; Science; Language and Literature; Mathematics; Social Studies; Arts and Physical Education; Special Educational Needs and Disabilities (SEND),Pre-primary; Primary; Secondary,K-12 or pre-K-12,teachers / educators; teacher trainees; researchers / developers,Nyankore teacher-training and pedagogy benchmark; can support evaluation of AI systems on translated pedagogical knowledge items.,Open (Apache-2.0),Sufficient for review,1143,Crane AI Labs,"Abu Dhabi, ADGM",Hugging Face dataset repository,"Evidence: Hugging Face dataset: # Pedagogy Benchmark - Nyankore A Nyankore translation of the [AI-for-Education/pedagogy-benchmark](https://huggingface.co/datasets/AI-for-Education/pedagogy-benchmark) dataset. ## Dataset Description This dataset provides translations of Chilean teacher training exam questions into Nyankore (Uganda). The original dataset contains multiple-choice questions covering various pedagogical domains, education levels, and subject areas. ### Languages - **Nyankore (Uganda)** - nyn ### Translation Methodology All translations were performed using **Sunbird/Sunflower-32B** model wi | Artifact: Hugging Face dataset repository | Notes: Kept because it is an education-specific reusable benchmark dataset. Verify: resource subtype. Population corrected: teacher-training exam translations serve educators/teacher trainees, not multilingual learners as learners.",Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-10-28,,True,v18 - verified
hf_benchmark_cd8dd60fb3d3,MathTutorBench: A Benchmark for Measuring Open-ended Pedagogical Capabilities of LLM Tutors,,https://huggingface.co/papers/2502.18940,Dataset,Near Ready: relevance weak; documentation + license clear,Near Ready: education relevance weak because grade span and direct K-12 artifact fit are broader/unclear; retain for education-oriented tutoring evaluation review.,Education relevance broader or unclear,Sufficient documentation,Open/reusable license,Math; Tutoring-General,Education level unclear,Other / unclear stated grade,general students,Benchmarking open-ended pedagogical tutoring capabilities of LLM tutors in math problem-solving contexts.,Open (CC BY-SA 4.0),Sufficient for review,,ETH-LRE ETH Zurich UKP Lab TU Darmstadt,Switzerland,GitHub linked from paper/project page,"Evidence: Hugging Face paper: Evaluating the pedagogical capabilities of AI-based tutoring models is critical for making guided progress in the field. Yet, we lack a reliable, easy-to-use, and simple-to-run evaluation that reflects the pedagogical abilities of models. To fill this gap, we present MathTutorBench, an open-source benchmark for holistic tutoring model evaluation. MathTutorBench contains a collection of datasets and metrics that broadly cover tutor abilities as defined by learning sciences research in dialog-based teaching. To score the pedagogical quality of open-ended teacher responses, we | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: grade span; license; resource subtype. Educational use case filled during Tier 2 readiness review; still requires license/subtype verification before ready-now designation.",Dataset artifact unclear - verify landing page/repository,"Paper-linked row exists, but current captured metadata does not clearly show an operational dataset artifact.",Low - dataset/public-good status unclear,Dataset artifact or public-good status remains unclear from captured evidence.,,,,,,True,v18 - verified
hf_benchmark_f26469c6f946,Stepwise Verification and Remediation of Student Reasoning Errors with Large Language Model Tutors,,https://huggingface.co/papers/2407.09136,Dataset,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Math; Tutoring-General,K-12,K-12 or pre-K-12,general students,Stepwise verification and remediation of student reasoning errors in math tutoring dialogues.,Open (CC BY-SA 4.0),Sufficient for review,,ETH-LRE ETH Zurich UKP Lab TU Darmstadt,Switzerland,GitHub linked from paper/project page,"Evidence: Hugging Face paper: Large language models (LLMs) present an opportunity to scale high-quality personalized education to all. A promising approach towards this means is to build dialog tutoring models that scaffold students' problem-solving. However, even though existing LLMs perform well in solving reasoning questions, they struggle to precisely detect student's errors and tailor their feedback to these errors. Inspired by real-world teaching practice where teachers identify student errors and customize their response based on them, we focus on verifying student solutions and show how groundin | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; resource subtype. Cross-reference resolved: StepVerify HF dataset artifact identified. Educational use case filled during Tier 2 readiness review; still requires license/subtype verification before ready-now designation.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,,,True,v18 - verified
hf_framework_d52619bdb176,EDUMATH: Generating Standards-aligned Educational Math Word Problems,,https://huggingface.co/papers/2510.06965,Dataset,Near Ready: documentation insufficient; relevance + license clear,Dataset artifact evidence is unclear; verify the repository/landing page before Ready status.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Math,K-12,K-12 or pre-K-12,K-12 students; teachers/educators,Generating standards-aligned educational math word problems for curriculum or assessment use.,Open (GPL-3.0),Sufficient for review,,Unversity of Virgina,USA,GitHub linked from paper/project page,"Evidence: Hugging Face paper: Math word problems (MWPs) are critical K-12 educational tools, and customizing them to students' interests and ability levels can increase learning outcomes. However, teachers struggle to find time to customize MWPs for each student given large class sizes and increasing burnout. We propose that LLMs can support math education by generating MWPs customized to student interests and math education standards. To this end, we use a joint human expert-LLM judge approach to evaluate over 11,000 MWPs generated by open and closed LLMs and develop the first teacher-annotated [trunca | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; resource subtype. Educational use case filled during Tier 2 readiness review; still requires license/subtype verification before ready-now designation.",Dataset artifact unclear - verify landing page/repository,"Paper-linked row exists, but current captured metadata does not clearly show an operational dataset artifact.",Low - dataset/public-good status unclear,Dataset artifact or public-good status remains unclear from captured evidence.,,,,,,True,v18 - verified
hf_eval_1b8cabd534bf,Is ChatGPT a Good Teacher Coach? Measuring Zero-Shot Performance For Scoring and Providing Actionable Insights on Classroom Instruction,,https://huggingface.co/papers/2306.03090,Dataset,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Education; Math; Teacher Training,elementary,K-12 or pre-K-12,teachers/educators,"Scoring and generating actionable feedback on teacher coaching or classroom instruction, especially math teaching practice.",Open (MIT),Sufficient for review,,Stanford University,USA,GitHub linked from paper/project page,"Evidence: Hugging Face paper: Coaching, which involves classroom observation and expert feedback, is a widespread and fundamental part of teacher training. However, the majority of teachers do not have access to consistent, high quality coaching due to limited resources and access to expertise. We explore whether generative AI could become a cost-effective complement to expert feedback by serving as an automated teacher coach. In doing so, we propose three teacher coaching tasks for generative AI: (A) scoring transcript segments based on classroom observation instruments, (B) identifying highlights and | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; resource subtype. Cross-reference resolved: Hugging Face dataset artifact identified at https://huggingface.co/datasets/rose-e-wang/zero-shot-teacher-feedback. Educational use case filled during Tier 2 readiness review; still requires license/subtype verification before ready-now designation.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,,,True,v18 - verified
hf_eval_e52cd433291c,Can Language Models Evaluate Human Written Text? Case Study on Korean Student Writing for Education,,https://huggingface.co/papers/2407.17022,Dataset,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Partial documentation; License: Open/reusable license.,Strong K-12 relevance,Partial documentation,Open/reusable license,ELA/Writing,K-12,K-12 or pre-K-12,Korean students; general students,Evaluating Korean student writing and human-written text for educational assessment.,Open (Apache-2.0),Partial,,Sangmoon High School and Carnegie Mellon University,USA,GitHub linked from paper/project page,"Evidence: Hugging Face paper: Large language model (LLM)-based evaluation pipelines have demonstrated their capability to robustly evaluate machine-generated text. Extending this methodology to assess human-written text could significantly benefit educational settings by providing direct feedback to enhance writing skills, although this application is not straightforward. In this paper, we investigate whether LLMs can effectively assess human-written text for educational purposes. We collected 100 texts from 32 Korean students across 15 types of writing and employed GPT-4-Turbo to evaluate them using gr | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; resource subtype. Educational use case filled during Tier 2 readiness review; still requires license/subtype verification before ready-now designation.",Dataset artifact unclear - verify landing page/repository,"Paper-linked row exists, but current captured metadata does not clearly show an operational dataset artifact.",Low - dataset/public-good status unclear,Dataset artifact or public-good status remains unclear from captured evidence.,,,,,,True,v18 - verified
hf_framework_515aa4a78f2c,A Turkish Educational Crossword Puzzle Generator,,https://huggingface.co/papers/2405.07035,Dataset,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,World Languages (Turkish); Cross-subject,Primary / secondary,K-12 or pre-K-12,Turkish language learners; general students,"Generating Turkish crossword puzzle clues and activities for vocabulary, memory, and classroom learning.",Open (MIT),Sufficient for review,,"University of Siena, Siena, Italy",Italy,GitHub linked from paper/project page,"Evidence: Hugging Face paper: This paper introduces the first Turkish crossword puzzle generator designed to leverage the capabilities of large language models (LLMs) for educational purposes. In this work, we introduced two specially created datasets: one with over 180,000 unique answer-clue pairs for generating relevant clues from the given answer, and another with over 35,000 samples containing text, answer, category, and clue data, aimed at producing clues for specific texts and keywords within certain categories. Beyond entertainment, this generator emerges as an interactive educational tool that e | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; resource subtype. Educational use case filled during Tier 2 readiness review; still requires license/subtype verification before ready-now designation.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,,,True,v18 - verified
hf_dataset_1ec77bce536b,Education-IT/PLMoAB,,https://huggingface.co/datasets/Education-IT/PLMoAB,Benchmark,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open/reusable license,Language Arts,K-12,K-12 or pre-K-12,multilingual / language learners; researchers / developers,Not specified,Open (MIT),Minimal / none,100,Education-IT,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'education'. | Artifact: Hugging Face dataset repository | Notes: Kept because it is an education-specific reusable benchmark dataset. Verify: resource subtype.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-03-14,,True,v18 - verified
hf_benchmark_944473d5501d,EduBench: A Comprehensive Benchmarking Dataset for Evaluating Large Language Models in Diverse Educational Scenarios,,https://huggingface.co/papers/2505.16160,Dataset,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Cross-subject,Primary / secondary,K-12 or pre-K-12,general students; teachers/educators,Benchmarking LLM performance across diverse educational scenarios for education-oriented model evaluation.,Open (MIT),Sufficient for review,,Beijing Institute of Technology,China,GitHub linked from paper/project page,"Evidence: Hugging Face paper: As large language models continue to advance, their application in educational contexts remains underexplored and under-optimized. In this paper, we address this gap by introducing the first diverse benchmark tailored for educational scenarios, incorporating synthetic data containing 9 major scenarios and over 4,000 distinct educational contexts. To enable comprehensive assessment, we propose a set of multi-dimensional evaluation metrics that cover 12 critical aspects relevant to both teachers and students. We further apply human annotation to ensure the effectiveness of th | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; resource subtype. Educational use case filled during Tier 2 readiness review; still requires license/subtype verification before ready-now designation.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,,,True,v18 - verified
hf_eval_0ba7caff699a,SAS-Bench: A Fine-Grained Benchmark for Evaluating Short Answer Scoring with Large Language Models,,https://huggingface.co/papers/2505.07247,Dataset,Ready: relevance + documentation + license clear,Ready: relevance + documentation + license clear. Relevance: Strong K-12 relevance; Documentation: Sufficient documentation; License: Open/reusable license.,Strong K-12 relevance,Sufficient documentation,Open/reusable license,Cross-subject; Science,Primary / secondary,K-12 or pre-K-12,general students,"Fine-grained short-answer scoring benchmark with student responses, scoring steps, and expert error annotations.",Open (Apache-2.0),Sufficient for review,,Beijing University,China,GitHub linked from paper/project page,"Evidence: Hugging Face paper: Subjective Answer Grading (SAG) plays a crucial role in education, standardized testing, and automated assessment systems, particularly for evaluating short-form responses in Short Answer Scoring (SAS). However, existing approaches often produce coarse-grained scores and lack detailed reasoning. Although large language models (LLMs) have demonstrated potential as zero-shot evaluators, they remain susceptible to bias, inconsistencies with human judgment, and limited transparency in scoring decisions. To overcome these limitations, we introduce SAS-Bench, a benchmark specific | Artifact: GitHub linked from paper/project page | Notes: Artifact is linked from paper/project evidence; verify external repository before reuse. License/reuse rights need verification. Verify: license; resource subtype. Educational use case filled during Tier 2 readiness review; still requires license/subtype verification before ready-now designation.",Dataset/artifact likely available,Paper-linked row includes dataset/artifact evidence or external repository reference.,High - public-good dataset evidence + education relevance + documentation/license clear,"Dataset/artifact evidence, education relevance, sufficient documentation, and open/reusable license are present in captured evidence.",,,,,,True,v18 - verified
hf_dataset_d615f18db829,AI-for-Education/pedagogy-benchmark,,https://huggingface.co/datasets/AI-for-Education/pedagogy-benchmark,Benchmark,Near Ready: documentation insufficient; relevance + license clear,Near Ready: documentation insufficient; relevance + license clear. Relevance: Strong K-12 relevance; Documentation: Minimal documentation / provenance check needed; License: Open/reusable license.,Strong K-12 relevance,Minimal documentation / provenance check needed,Open/reusable license,Cross-subject,Primary / secondary,K-12 or pre-K-12,teachers/educators; general students,Not specified,Open (MIT),Minimal / none,,AI-for-Education,Not specified,Hugging Face dataset repository,Evidence: Hugging Face dataset: Hugging Face dataset matching search term 'pedagogy'. | Artifact: Hugging Face dataset repository | Notes: Kept because it is an education-specific reusable benchmark dataset. Verify: resource subtype.,Dataset/artifact likely available,Hugging Face dataset repository URL plus retained dataset inventory row.,Medium - plausible dataset public good; one or more factors need verification,"Dataset/artifact evidence is present, but license, documentation, access, or grade-span relevance still needs verification.",,,,2025-06-23,,True,v18 - verified
